Transaction ID,Journey_ID,Ticket_ID,Refund_ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Price,Price Category,Actual Journey Duration,Delay (Minutes)
7409796a-0240-4291-8f56,16639,3,2,2024-04-11,15:07:39,Station,Debit Card,No Railcard,126,Very High,140.0,30.0
5ccf90b3-116e-432a-ad02,16640,4,1,2024-04-11,15:08:18,Online,Contactless,No Railcard,13,Low,80.0,0.0
03a39a37-4525-4e30-b22f,16641,4,1,2024-04-11,15:08:40,Station,Contactless,Adult,17,Low,60.0,0.0
8bcd433f-b048-403d-aadf,16642,5,1,2024-04-11,15:11:16,Online,Contactless,Adult,27,Medium,90.0,0.0
2d79d101-3626-4aa2-9ac6,16515,4,1,2024-04-11,15:12:18,Station,Credit Card,No Railcard,5,Low,30.0,0.0
44e3f68a-04b0-42cb-a6aa,16521,5,1,2024-04-11,15:15:31,Station,Contactless,No Railcard,114,Very High,110.0,0.0
050062fb-fdaa-41cd-bc64,16522,4,1,2024-04-11,15:16:32,Station,Credit Card,No Railcard,10,Low,30.0,0.0
34523cad-8865-4a49-b68f,16521,4,1,2024-04-11,15:20:50,Station,Contactless,No Railcard,70,High,110.0,0.0
1565aa3a-9f52-4f69-bb42,16521,4,1,2024-04-11,15:23:09,Station,Contactless,No Railcard,70,High,110.0,0.0
3c3beb0e-985a-452a-af2f,16522,4,1,2024-04-11,15:23:43,Station,Credit Card,No Railcard,10,Low,30.0,0.0
ea596a9b-fd64-4a35-93f4,16643,4,1,2024-04-11,15:30:37,Station,Credit Card,No Railcard,16,Low,80.0,0.0
ef890ba4-b438-4ae8-a67c,16644,4,1,2024-04-11,15:40:56,Station,Credit Card,No Railcard,25,Medium,60.0,0.0
6e55aab5-f059-4105-9416,16645,4,1,2024-04-11,15:41:19,Online,Credit Card,No Railcard,13,Low,80.0,0.0
3c6e5ab8-758d-41bc-b0a3,16646,4,1,2024-04-11,15:42:10,Station,Credit Card,Disabled,95,High,110.0,0.0
88c8c856-5c63-45c8-8f65,16647,4,1,2024-04-11,15:52:20,Online,Contactless,Disabled,17,Low,60.0,0.0
d77e78bf-2500-45c7-9c4f,16648,4,1,2024-04-11,15:53:16,Online,Credit Card,Senior,9,Low,80.0,0.0
6201e853-46af-46f8-b73a,16649,4,1,2024-04-11,15:53:51,Online,Contactless,Disabled,25,Medium,90.0,0.0
ee57df8b-11f9-4b39-96c4,16650,4,1,2024-04-11,15:56:12,Station,Contactless,No Railcard,16,Low,80.0,0.0
3aca2c0f-a5c7-4adc-9c8f,16651,1,2,2024-04-11,16:03:04,Station,Debit Card,No Railcard,76,High,143.0,8.0
29a08a92-f8ed-477b-a187,16511,4,1,2024-04-11,16:06:20,Station,Contactless,Adult,101,Very High,155.0,20.0
c3cd651c-d8f3-486e-9c1c,16516,4,1,2024-04-11,16:07:13,Station,Credit Card,Adult,9,Low,80.0,0.0
7cf80a8a-2d7e-440b-95ab,16652,1,1,2024-04-11,16:35:37,Station,Credit Card,No Railcard,13,Low,60.0,0.0
2fac904b-51c4-4343-9b7e,16652,1,1,2024-04-11,16:40:44,Station,Credit Card,No Railcard,13,Low,60.0,0.0
d55df775-d4bd-49e9-befe,16653,1,1,2024-04-11,17:00:26,Station,Contactless,No Railcard,13,Low,60.0,0.0
4fe920fb-cd1c-4375-b72f,16653,1,1,2024-04-11,17:04:06,Station,Contactless,No Railcard,13,Low,60.0,0.0
946240a2-51fb-4260-913f,16654,4,1,2024-04-11,17:04:12,Station,Contactless,Adult,26,Medium,105.0,0.0
a973de3d-1b0e-4052-a397,16511,4,2,2024-04-11,17:06:23,Station,Debit Card,Adult,101,Very High,155.0,20.0
e9c46a34-ccc8-42c2-9b19,16655,2,1,2024-04-11,17:13:21,Online,Credit Card,Disabled,35,Medium,80.0,0.0
3f09d2dd-48c4-46ec-b831,16520,4,1,2024-04-11,17:15:34,Online,Credit Card,No Railcard,16,Low,,
5eed1827-4419-4461-a12b,16520,4,1,2024-04-11,17:15:38,Online,Credit Card,No Railcard,16,Low,,
f5155eef-8c69-4f25-a977,16656,4,1,2024-04-11,17:16:12,Online,Credit Card,Senior,11,Low,35.0,0.0
62fd60bc-945a-4cd8-b86b,16657,1,1,2024-04-11,17:16:27,Station,Contactless,No Railcard,35,Medium,110.0,0.0
f94472d9-1e8a-46af-a192,16520,4,1,2024-04-11,17:20:00,Online,Credit Card,No Railcard,16,Low,,
7d9b055e-da62-4741-9908,16520,4,1,2024-04-11,17:23:54,Online,Credit Card,No Railcard,16,Low,,
036fbfdf-a32c-4475-a189,16520,4,1,2024-04-11,17:26:52,Online,Credit Card,No Railcard,16,Low,,
9c7517ae-7131-4420-a5fd,16658,1,1,2024-04-11,17:33:18,Station,Contactless,Senior,2,Low,30.0,0.0
92a39c5b-bd5e-46e1-a3c2,16659,1,1,2024-04-11,17:35:21,Station,Credit Card,Adult,4,Low,80.0,0.0
398dd7b3-d1c8-47a5-a820,16660,3,1,2024-04-11,17:35:37,Station,Credit Card,No Railcard,12,Low,80.0,0.0
79f5de48-c90a-4f9a-92ec,16659,1,1,2024-04-11,17:36:52,Station,Credit Card,Adult,4,Low,80.0,0.0
02b42532-d58f-4716-8af2,16661,1,1,2024-04-11,17:38:30,Station,Credit Card,Adult,23,Medium,110.0,0.0
384afa19-754f-4b68-af58,16659,1,1,2024-04-11,17:39:00,Station,Credit Card,Adult,4,Low,80.0,0.0
0fde149f-eade-4877-89db,16658,1,1,2024-04-11,17:39:11,Station,Credit Card,No Railcard,3,Low,30.0,0.0
81da51f4-c713-4130-a025,16659,1,1,2024-04-11,17:39:57,Station,Credit Card,Adult,4,Low,80.0,0.0
96d1f95e-8e96-4e39-9a70,16659,1,1,2024-04-11,17:43:21,Station,Credit Card,Adult,4,Low,80.0,0.0
8e00ce5f-6e98-44a1-9400,16662,1,1,2024-04-11,17:50:25,Online,Credit Card,No Railcard,7,Low,80.0,0.0
7dd91555-c4b1-41b0-b452,16663,1,1,2024-04-11,17:50:51,Online,Contactless,Adult,2,Low,30.0,0.0
f3bdbf70-85b7-4fec-9d1e,16662,1,1,2024-04-11,17:53:18,Online,Credit Card,No Railcard,7,Low,80.0,0.0
6e171568-ca9e-4527-8102,16664,1,1,2024-04-11,17:58:39,Station,Credit Card,No Railcard,65,High,135.0,0.0
fb0a282e-8425-4171-8449,16513,4,1,2024-04-11,18:10:11,Online,Credit Card,Senior,31,Medium,60.0,0.0
40641b96-1687-47cb-8c7f,16513,4,1,2024-04-11,18:10:29,Online,Credit Card,Senior,31,Medium,60.0,0.0
46b2877d-abf6-4a91-b2c3,16513,4,1,2024-04-11,18:15:24,Online,Credit Card,Senior,31,Medium,60.0,0.0
d58d8aeb-877b-4028-83d4,16514,4,1,2024-04-11,18:18:02,Online,Credit Card,Senior,3,Low,30.0,0.0
0150d419-e42b-4a93-8e55,16513,4,1,2024-04-11,18:19:39,Online,Credit Card,Senior,31,Medium,60.0,0.0
24f5f4ea-5d71-427e-8595,16665,3,1,2024-04-11,18:20:26,Station,Contactless,No Railcard,53,High,110.0,0.0
dd055fad-43a2-488b-9245,16666,3,1,2024-04-11,18:31:24,Station,Credit Card,No Railcard,19,Low,60.0,0.0
d12dbb87-af34-4086-823d,16667,2,1,2024-04-11,18:37:19,Online,Credit Card,No Railcard,57,High,110.0,0.0
ee9a42e8-1f5c-47fb-a061,16667,1,1,2024-04-11,18:38:35,Online,Credit Card,No Railcard,35,Medium,110.0,0.0
bc565c66-e850-472d-87cb,16668,1,1,2024-04-11,18:45:47,Online,Contactless,No Railcard,3,Low,30.0,0.0
84af92b1-0394-4bef-bc45,16668,1,1,2024-04-11,18:50:52,Online,Contactless,No Railcard,3,Low,30.0,0.0
65aba8a9-7df7-4fc2-8379,16525,3,1,2024-04-11,18:51:49,Station,Credit Card,No Railcard,4,Low,30.0,0.0
b6a20827-36f5-4dac-97e5,16525,3,1,2024-04-11,18:52:28,Station,Credit Card,No Railcard,4,Low,30.0,0.0
f0e9dd85-8dcc-47f5-9f7c,16669,1,1,2024-04-11,18:53:59,Online,Credit Card,No Railcard,7,Low,80.0,0.0
b60f6f6a-7c5b-4a2e-a075,16525,3,1,2024-04-11,18:54:49,Station,Credit Card,No Railcard,4,Low,30.0,0.0
85c3cb91-9b78-47de-bee3,16526,3,1,2024-04-11,18:56:49,Station,Credit Card,No Railcard,19,Low,60.0,0.0
77d5815e-0283-45b4-bedd,16526,3,1,2024-04-11,18:59:39,Online,Credit Card,Adult,13,Low,60.0,0.0
6a904b58-dc30-4436-9b90,16670,6,1,2024-04-11,19:03:11,Online,Contactless,No Railcard,80,High,80.0,0.0
81ca0289-c55b-4296-ae73,16671,3,1,2024-04-11,19:23:26,Station,Credit Card,No Railcard,10,Low,80.0,0.0
22944893-dd1f-4d34-a204,16672,1,1,2024-04-11,19:23:40,Online,Credit Card,Senior,2,Low,30.0,0.0
1bde3dfd-d717-4a53-861a,16673,1,1,2024-04-11,19:26:50,Station,Credit Card,No Railcard,8,Low,80.0,0.0
6efa00f8-0a19-495a-ba08,16674,1,1,2024-04-11,19:30:32,Station,Credit Card,No Railcard,3,Low,30.0,0.0
0fb8404e-6060-4c9a-9909,16674,1,1,2024-04-11,19:39:16,Station,Credit Card,No Railcard,3,Low,30.0,0.0
4c25658e-c93a-45a4-ae83,16528,3,1,2024-04-11,19:39:33,Online,Contactless,No Railcard,10,Low,80.0,0.0
3b702bfc-3594-440a-8bbd,16674,1,1,2024-04-11,19:43:44,Station,Credit Card,No Railcard,3,Low,30.0,0.0
b277040b-6cd6-44d9-8738,16675,1,1,2024-04-11,20:00:44,Online,Credit Card,Adult,2,Low,30.0,0.0
0544c997-d769-46b8-9993,16676,1,1,2024-04-11,20:05:46,Station,Contactless,No Railcard,7,Low,80.0,0.0
d2a20117-8983-4204-a745,16677,3,1,2024-04-11,20:09:31,Station,Credit Card,No Railcard,19,Low,60.0,0.0
60e702f5-08e1-4162-b767,16677,3,1,2024-04-11,20:14:39,Station,Credit Card,No Railcard,19,Low,60.0,0.0
4325b996-fd30-4073-8df6,16678,1,1,2024-04-11,20:16:28,Online,Credit Card,No Railcard,8,Low,80.0,0.0
4b8f280a-3be5-4ad2-b467,16679,1,1,2024-04-11,20:20:14,Station,Contactless,No Railcard,35,Medium,110.0,0.0
4569c5be-9d5c-4daa-99de,16679,1,1,2024-04-11,20:20:17,Station,Contactless,No Railcard,35,Medium,110.0,0.0
14f4a0b3-3947-47e1-9f64,16678,1,1,2024-04-11,20:20:37,Station,Credit Card,Adult,5,Low,80.0,0.0
f9a53001-c263-490b-9756,16680,1,1,2024-04-11,20:20:39,Online,Credit Card,No Railcard,7,Low,20.0,0.0
a4419bd1-2746-4700-8352,16681,1,1,2024-04-11,20:20:53,Online,Credit Card,No Railcard,72,High,110.0,0.0
e6f195bc-eb24-4961-8a98,16678,1,1,2024-04-11,20:20:59,Online,Credit Card,No Railcard,8,Low,80.0,0.0
4fd42d42-a62d-4e35-97f2,16678,1,1,2024-04-11,20:22:49,Online,Credit Card,No Railcard,8,Low,80.0,0.0
b2d67ff7-56ec-4a7d-bc5a,16682,1,1,2024-04-11,20:27:56,Online,Credit Card,Senior,6,Low,35.0,0.0
ec5b2e18-d130-4a47-8f88,16682,1,1,2024-04-11,20:29:47,Online,Credit Card,Senior,6,Low,35.0,0.0
37d9bd9e-dddd-4819-89a2,16678,1,1,2024-04-11,20:34:54,Station,Credit Card,Adult,5,Low,80.0,0.0
9fa46721-5cd1-48ef-907f,16679,1,1,2024-04-11,20:34:54,Station,Contactless,No Railcard,35,Medium,110.0,0.0
d2b6adaf-30c5-41fc-979f,16683,3,1,2024-04-11,20:41:28,Online,Contactless,No Railcard,15,Low,90.0,0.0
f2c5e3ad-76c1-4198-9e57,16531,3,1,2024-04-11,20:45:03,Station,Credit Card,No Railcard,53,High,110.0,0.0
68d524f8-e951-4ae8-8c20,16531,3,1,2024-04-11,20:50:58,Station,Credit Card,No Railcard,53,High,110.0,0.0
54657bcb-a98c-4cb8-b653,16684,1,1,2024-04-11,21:19:33,Station,Contactless,No Railcard,35,Medium,110.0,0.0
1b1af5e1-15d1-447c-a383,16685,1,1,2024-04-11,21:36:30,Online,Contactless,No Railcard,35,Medium,110.0,0.0
030414c0-294e-4533-9de1,16686,1,1,2024-04-11,21:48:45,Station,Contactless,No Railcard,3,Low,30.0,0.0
fe56f965-297a-43aa-b1ae,16687,1,1,2024-04-11,21:50:16,Station,Credit Card,No Railcard,4,Low,45.0,0.0
69bb42a6-a062-488d-9112,16688,1,1,2024-04-11,22:31:30,Online,Contactless,Adult,5,Low,80.0,0.0
8db55408-747b-40b4-b394,16544,1,1,2024-04-11,22:37:22,Online,Contactless,Adult,2,Low,30.0,0.0
2a1f946d-a70d-44cd-bfac,16543,1,1,2024-04-11,22:37:25,Station,Contactless,Disabled,2,Low,30.0,0.0
b96180a4-3c84-431c-a38a,16544,2,1,2024-04-11,22:44:59,Online,Contactless,No Railcard,10,Low,30.0,0.0
26e2a8cd-d49c-477d-a8f7,16689,1,1,2024-04-11,22:55:23,Online,Credit Card,No Railcard,3,Low,30.0,0.0
0d7f1abc-8582-40ae-b652,16690,1,1,2024-04-11,23:05:15,Station,Credit Card,Adult,2,Low,30.0,0.0
a7e3373c-c2f0-475f-8e5e,16690,1,1,2024-04-11,23:06:16,Station,Credit Card,Adult,2,Low,30.0,0.0
b85dec17-e71d-40e2-81eb,16691,1,1,2024-04-11,23:42:42,Station,Contactless,No Railcard,8,Low,80.0,0.0
39f887c2-fb67-41ae-ade9,16692,1,1,2024-04-11,23:44:43,Station,Credit Card,No Railcard,35,Medium,110.0,0.0
f727dbfb-8652-4635-90fa,16693,1,1,2024-04-11,23:55:00,Online,Contactless,Senior,4,Low,90.0,0.0
3ce0a610-eb4f-4d9b-9ba1,16694,1,1,2024-04-12,00:07:31,Station,Credit Card,No Railcard,7,Low,80.0,0.0
458177db-b656-4d62-bc4e,16695,3,1,2024-04-12,00:13:39,Station,Contactless,Adult,10,Low,90.0,0.0
d884eb75-f51f-4bc3-91bd,16696,3,1,2024-04-12,00:16:31,Online,Credit Card,No Railcard,5,Low,30.0,0.0
c02bf3a8-69d3-46e8-856d,16551,3,1,2024-04-12,00:17:52,Station,Credit Card,Adult,84,High,110.0,0.0
1b8d4a55-efd6-4b9e-b12c,16697,3,1,2024-04-12,00:31:03,Station,Contactless,No Railcard,4,Low,30.0,0.0
25892572-e945-4925-8d83,16698,3,1,2024-04-12,00:32:39,Online,Credit Card,No Railcard,19,Low,60.0,0.0
d367e697-06d0-49cf-8d53,16699,3,1,2024-04-12,00:52:34,Online,Credit Card,No Railcard,10,Low,,
07b6c3bd-e0db-4047-9021,16699,3,2,2024-04-12,00:55:42,Online,Credit Card,No Railcard,10,Low,,
ca7acdd6-d7b5-4864-9434,16700,3,1,2024-04-12,00:56:52,Station,Contactless,No Railcard,19,Low,60.0,0.0
0a295007-8955-412a-9be7,16701,1,1,2024-04-12,01:00:45,Online,Credit Card,No Railcard,7,Low,80.0,0.0
30d9cec7-0246-4911-ac8e,16702,1,1,2024-04-12,01:03:10,Online,Credit Card,No Railcard,76,High,135.0,0.0
de590701-98fe-403f-be16,16703,3,1,2024-04-12,01:04:51,Online,Credit Card,No Railcard,5,Low,30.0,0.0
822df21c-4058-4bf1-b8c4,16704,3,1,2024-04-12,01:16:37,Online,Credit Card,No Railcard,5,Low,30.0,0.0
1914ba16-4dd6-473c-9cfe,16705,1,1,2024-04-12,01:27:20,Station,Contactless,No Railcard,35,Medium,110.0,0.0
2a79e2c5-d6b0-4f79-8da9,16706,1,2,2024-04-12,01:41:29,Online,Contactless,Adult,2,Low,,
2e25c9ed-8f4e-4f47-9454,16707,1,1,2024-04-12,01:51:04,Station,Contactless,No Railcard,3,Low,30.0,0.0
c4db1d39-3946-4889-8c5c,16707,1,1,2024-04-12,01:51:12,Station,Credit Card,No Railcard,3,Low,30.0,0.0
926da3ce-40aa-43a0-81a2,16708,3,1,2024-04-12,02:04:08,Station,Credit Card,No Railcard,126,Very High,127.0,17.0
dae02514-fec9-45a7-8774,16709,3,1,2024-04-12,02:13:56,Station,Contactless,No Railcard,50,Medium,90.0,0.0
d5af5f20-83a8-4d7b-a026,16565,3,1,2024-04-12,02:18:01,Station,Credit Card,No Railcard,53,High,110.0,0.0
e09e6b7c-b679-44bd-abc4,16710,3,1,2024-04-12,02:21:21,Online,Contactless,No Railcard,10,Low,80.0,0.0
1c2918fd-37ac-4234-a9f8,16711,1,1,2024-04-12,02:30:51,Online,Credit Card,No Railcard,3,Low,30.0,0.0
a730772c-32d0-4873-beb3,16712,3,1,2024-04-12,03:00:31,Online,Credit Card,No Railcard,5,Low,30.0,0.0
acef6775-1ab9-41a7-8ec1,16712,3,1,2024-04-12,03:02:45,Online,Contactless,No Railcard,5,Low,30.0,0.0
55444c4a-2192-4252-b6d0,16713,1,1,2024-04-12,03:07:22,Online,Credit Card,No Railcard,13,Low,60.0,0.0
ea588020-5130-4b79-a1e7,16714,3,1,2024-04-12,03:08:18,Online,Credit Card,No Railcard,128,Very High,135.0,0.0
840a9f20-5c0d-47ed-97b6,16715,3,1,2024-04-12,03:13:51,Online,Credit Card,No Railcard,19,Low,60.0,0.0
c99db2e1-9a5f-4f2d-bc6a,16716,3,1,2024-04-12,03:22:39,Online,Contactless,No Railcard,4,Low,30.0,0.0
a3e111fc-31ee-4ad1-a9e1,16717,2,1,2024-04-12,03:24:29,Online,Contactless,No Railcard,10,Low,50.0,0.0
1f852fbb-ffc0-4c3d-b43f,16718,1,1,2024-04-12,03:27:59,Station,Credit Card,No Railcard,8,Low,80.0,0.0
07f55fd5-eadc-431d-a306,16719,3,1,2024-04-12,03:31:29,Station,Credit Card,Adult,76,High,135.0,0.0
4d654c1b-d5b4-458c-a68d,16720,3,1,2024-04-12,03:45:05,Online,Credit Card,Disabled,13,Low,60.0,0.0
a57d62a2-342a-4a7a-aaf9,16721,3,1,2024-04-12,03:51:46,Station,Credit Card,No Railcard,5,Low,30.0,0.0
2d1caeb4-8113-4ec5-9d7c,16722,1,1,2024-04-12,04:01:11,Online,Contactless,No Railcard,3,Low,30.0,0.0
40825823-8aad-4382-9d43,16723,6,2,2024-04-12,04:20:59,Station,Debit Card,Senior,118,Very High,155.0,20.0
98808f57-7927-48cd-8c67,16581,6,1,2024-04-12,04:26:57,Online,Credit Card,No Railcard,41,Medium,60.0,0.0
32c3da1d-2bc2-4ef2-a608,16582,4,1,2024-04-12,04:37:57,Online,Contactless,No Railcard,5,Low,30.0,0.0
e92835f9-83c9-4bae-87fb,16724,4,1,2024-04-12,04:40:48,Station,Credit Card,Disabled,4,Low,30.0,0.0
537c0d4b-fb34-4ef4-9e6e,16582,4,1,2024-04-12,04:44:23,Online,Contactless,No Railcard,5,Low,30.0,0.0
503e6b5f-f9ed-4182-beff,16586,4,1,2024-04-12,04:45:50,Online,Credit Card,No Railcard,70,High,110.0,0.0
08206ced-5aa9-479b-a736,16725,1,1,2024-04-12,04:49:10,Station,Credit Card,Disabled,8,Low,60.0,0.0
b257295e-a9b9-483b-a19c,16586,4,1,2024-04-12,04:49:35,Online,Debit Card,Senior,47,Medium,110.0,0.0
6f2d8df5-0336-435a-a3c4,16586,4,1,2024-04-12,04:50:26,Online,Credit Card,No Railcard,70,High,110.0,0.0
fefded7c-2642-4676-81b8,16586,4,1,2024-04-12,04:54:53,Online,Credit Card,No Railcard,70,High,110.0,0.0
1242bde6-5a72-4b39-83c5,16586,4,1,2024-04-12,04:57:29,Online,Credit Card,No Railcard,70,High,110.0,0.0
4ff3625f-ae8a-44a3-8631,16726,4,1,2024-04-12,05:00:30,Online,Credit Card,Disabled,7,Low,30.0,0.0
e1d9838f-0993-49c7-ac93,16727,1,1,2024-04-12,05:02:24,Online,Credit Card,No Railcard,35,Medium,110.0,0.0
2f8fe06f-ac7d-4ee0-ae50,16588,4,1,2024-04-12,05:03:36,Online,Credit Card,No Railcard,13,Low,80.0,0.0
378d14b4-8eba-4aa0-a584,16726,4,1,2024-04-12,05:06:20,Online,Credit Card,Disabled,7,Low,30.0,0.0
4fd9e797-6c87-4248-88e1,16588,4,1,2024-04-12,05:07:51,Online,Credit Card,Adult,9,Low,80.0,0.0
5d794b72-2a97-43b9-b26d,16588,4,1,2024-04-12,05:08:20,Online,Credit Card,Adult,9,Low,80.0,0.0
8d0f35f5-1628-4ae4-bef1,16726,4,1,2024-04-12,05:12:18,Online,Credit Card,Disabled,7,Low,30.0,0.0
d3a99c7a-7b83-4902-a3c1,16588,4,1,2024-04-12,05:12:21,Online,Credit Card,No Railcard,13,Low,80.0,0.0
653cc047-46c0-477a-abc4,16726,4,1,2024-04-12,05:13:11,Online,Credit Card,Disabled,7,Low,30.0,0.0
89ada00f-3bc4-451e-b674,16588,4,1,2024-04-12,05:13:59,Online,Credit Card,No Railcard,13,Low,80.0,0.0
5afa195c-93d3-4ee7-a7e7,16728,2,1,2024-04-12,05:21:01,Station,Credit Card,No Railcard,8,Low,45.0,0.0
15eb6ff7-c246-4111-be41,16729,1,1,2024-04-12,05:26:29,Online,Contactless,No Railcard,7,Low,80.0,0.0
71b10f8d-2759-4ba9-b24b,16596,4,1,2024-04-12,05:33:07,Online,Contactless,Adult,23,Medium,75.0,0.0
b3dfcafb-ecd8-4772-a11d,16597,4,1,2024-04-12,05:35:22,Online,Credit Card,No Railcard,25,Medium,60.0,0.0
d9e54eac-d279-452b-aa7c,16595,4,1,2024-04-12,05:42:36,Online,Credit Card,No Railcard,44,Medium,80.0,0.0
4d8dc1a0-1b2f-4137-a930,16619,3,1,2024-04-12,05:44:21,Online,Credit Card,Senior,35,Medium,,
e696633b-727c-4047-931f,16730,4,1,2024-04-12,05:45:09,Online,Contactless,No Railcard,13,Low,80.0,0.0
86485a57-1994-49b6-8d66,16731,2,1,2024-04-12,05:45:51,Station,Contactless,Adult,35,Medium,80.0,0.0
5222d6b9-33af-4074-be83,16732,4,1,2024-04-12,05:48:28,Online,Credit Card,No Railcard,143,Very High,110.0,0.0
fec5336b-507a-462f-bac6,16732,4,1,2024-04-12,05:53:43,Online,Credit Card,No Railcard,143,Very High,110.0,0.0
57636ba5-6ecb-4910-9830,16731,1,1,2024-04-12,05:54:10,Station,Contactless,Adult,4,Low,80.0,0.0
86db2734-f424-4a1d-8fb0,16733,4,1,2024-04-12,06:00:49,Online,Credit Card,Senior,11,Low,35.0,0.0
8ea973a3-322d-4e9e-80e1,16601,4,1,2024-04-12,06:06:17,Online,Credit Card,No Railcard,18,Low,45.0,0.0
4083f968-210b-4fa1-999c,16734,4,1,2024-04-12,06:25:03,Online,Credit Card,No Railcard,44,Medium,80.0,0.0
67ae2660-14bd-4a67-ba11,16735,4,1,2024-04-12,06:30:35,Station,Contactless,No Railcard,70,High,110.0,0.0
1b31abc9-85a5-4d2f-9dc8,16603,4,1,2024-04-12,06:31:12,Station,Credit Card,No Railcard,151,Very High,195.0,60.0
5c609840-1eaa-41ca-9c70,16736,4,2,2024-04-12,06:34:04,Online,Credit Card,Disabled,95,High,,
eae23217-7da1-419b-896e,16603,4,1,2024-04-12,06:35:59,Station,Credit Card,No Railcard,151,Very High,195.0,60.0
d66db700-ed08-4073-a010,16603,4,1,2024-04-12,06:36:11,Station,Credit Card,No Railcard,151,Very High,195.0,60.0
8094e041-d252-4e4f-9fa2,16603,4,1,2024-04-12,06:36:41,Station,Credit Card,No Railcard,151,Very High,195.0,60.0
16ae4993-b84d-4cfb-a721,16737,2,1,2024-04-12,06:37:28,Online,Contactless,Adult,5,Low,45.0,0.0
7bc77dbe-0b66-4f8e-9b29,16736,5,1,2024-04-12,06:40:28,Online,Credit Card,Disabled,144,Very High,,
ac021f5f-efdc-4c9d-a3a8,16604,4,1,2024-04-12,06:42:07,Online,Contactless,Senior,11,Low,80.0,0.0
b9d87033-38e9-45d2-8459,16737,1,1,2024-04-12,06:42:28,Online,Contactless,Adult,2,Low,45.0,0.0
56fdcef1-a5b9-4742-80f7,16738,4,1,2024-04-12,06:42:49,Station,Credit Card,No Railcard,41,Medium,132.0,52.0
06687a35-7204-48fe-ac0c,16603,4,1,2024-04-12,06:43:20,Station,Credit Card,No Railcard,151,Very High,195.0,60.0
fe56a09c-e890-46e2-9e5b,16739,4,1,2024-04-12,06:44:11,Online,Contactless,No Railcard,25,Medium,60.0,0.0
81e3dd61-4f6d-4a8a-a4e6,16604,4,1,2024-04-12,06:44:58,Station,Credit Card,No Railcard,16,Low,80.0,0.0
d758f41f-98b7-4e87-ac05,16740,1,1,2024-04-12,06:52:13,Online,Contactless,No Railcard,7,Low,80.0,0.0
7b2468e3-a3ce-46cf-8705,16741,1,1,2024-04-12,07:00:55,Online,Contactless,No Railcard,72,High,110.0,0.0
96ce2d18-4d04-40bb-8177,16742,1,1,2024-04-12,07:03:25,Online,Credit Card,No Railcard,8,Low,80.0,0.0
c3f18fba-80a9-4fd3-ab39,16743,1,1,2024-04-12,07:03:41,Online,Contactless,Adult,2,Low,30.0,0.0
8d22c9d2-54a0-4a7c-9e12,16591,4,1,2024-04-12,07:15:12,Online,Credit Card,No Railcard,25,Medium,60.0,0.0
0c2954b5-0449-4f8c-b8d9,16612,4,1,2024-04-12,07:15:24,Online,Contactless,No Railcard,25,Medium,60.0,0.0
84744678-759a-4369-b78d,16590,4,1,2024-04-12,07:18:29,Online,Credit Card,No Railcard,35,Medium,90.0,0.0
14473ed6-7a48-4d31-94b9,16591,4,1,2024-04-12,07:18:50,Online,Credit Card,No Railcard,25,Medium,60.0,0.0
636e26af-fc42-42fc-84f2,16591,4,1,2024-04-12,07:19:25,Online,Credit Card,No Railcard,25,Medium,60.0,0.0
c76a3738-a512-47b9-aaa9,16590,4,1,2024-04-12,07:20:58,Online,Credit Card,No Railcard,35,Medium,90.0,0.0
8789092a-59fd-425f-ba6d,16590,4,1,2024-04-12,07:23:55,Online,Credit Card,No Railcard,35,Medium,90.0,0.0
b1558102-16a0-4042-9294,16590,4,1,2024-04-12,07:24:39,Online,Credit Card,No Railcard,35,Medium,90.0,0.0
b3b8f3c0-8b4e-4af9-87bb,16590,4,1,2024-04-12,07:26:29,Online,Credit Card,No Railcard,35,Medium,90.0,0.0
80015aff-a3b4-4cae-9d06,16744,4,1,2024-04-12,07:28:22,Station,Contactless,No Railcard,5,Low,30.0,0.0
e97b72c1-155b-49a5-9e86,16745,6,1,2024-04-12,07:32:04,Station,Contactless,Adult,15,Low,194.0,149.0
ec53a20f-daf2-4a4e-a3d9,16746,6,1,2024-04-12,07:36:09,Online,Contactless,No Railcard,14,Low,30.0,0.0
5e41ee85-5ec0-434c-bc5a,16614,3,1,2024-04-12,07:39:03,Online,Credit Card,No Railcard,53,High,110.0,0.0
16cadf88-e97d-4924-983a,16747,1,1,2024-04-12,07:46:20,Station,Contactless,No Railcard,35,Medium,110.0,0.0
6efa68cc-d6bf-4d2b-a299,16388,4,1,2024-04-12,07:48:30,Online,Contactless,Disabled,48,Medium,260.0,0.0
1972e02d-4a4c-4569-ac09,16617,3,1,2024-04-12,07:50:47,Online,Contactless,Senior,3,Low,30.0,0.0
8f63e11d-46a8-47c1-a33b,16748,1,1,2024-04-12,07:50:59,Online,Credit Card,Senior,2,Low,30.0,0.0
8a47d7c3-f118-4619-aceb,16747,1,1,2024-04-12,07:53:38,Station,Contactless,No Railcard,35,Medium,110.0,0.0
9d144139-1a96-41c6-97f2,16749,3,1,2024-04-12,07:55:23,Online,Credit Card,Disabled,13,Low,60.0,0.0
14fa47d5-5894-42c5-9676,16748,1,1,2024-04-12,07:58:14,Online,Credit Card,Senior,2,Low,30.0,0.0
29b1f599-814b-439e-b5c4,16750,1,1,2024-04-12,07:59:01,Online,Debit Card,Senior,4,Low,25.0,0.0
